trait	trait_id	trait_name	description	value	value_description	alternative_value	type	source_token	source_name
t1845_ileocaecal_res_age	1845	ileocaecal_res_age	How old were you when you had an ileocaecal resection?	9999999	missing		continuous	QUPG	question form popgen
t1846_colon_part_resection	1846	colon_part_resection	Did you have a resection of colon parts?	1	yes		discrete	QUPG	question form popgen
t1846_colon_part_resection	1846	colon_part_resection	Did you have a resection of colon parts?	2	no		discrete	QUPG	question form popgen
t1846_colon_part_resection	1846	colon_part_resection	Did you have a resection of colon parts?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1846_colon_part_resection	1846	colon_part_resection	Did you have a resection of colon parts?	9999999	missing		discrete	QUPG	question form popgen
t1847_colon_part_res_n	1847	colon_part_res_n	How many resections of colon parts did you have?	1 - 10			continuous	QUPG	question form popgen
t1847_colon_part_res_n	1847	colon_part_res_n	How many resections of colon parts did you have?	2222	several		continuous	QUPG	question form popgen
t1847_colon_part_res_n	1847	colon_part_res_n	How many resections of colon parts did you have?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1847_colon_part_res_n	1847	colon_part_res_n	How many resections of colon parts did you have?	9999999	missing		continuous	QUPG	question form popgen
t1848_colon_part_res_year1	1848	colon_part_res_year1	In which year was the first resection of colon parts?	1900 - 2030			continuous	QUPG	question form popgen
t1848_colon_part_res_year1	1848	colon_part_res_year1	In which year was the first resection of colon parts?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1848_colon_part_res_year1	1848	colon_part_res_year1	In which year was the first resection of colon parts?	9999999	missing		continuous	QUPG	question form popgen
t1850_colon_part_res_year2	1850	colon_part_res_year2	In which year was the last resection of colon parts?	1900 - 2030			continuous	QUPG	question form popgen
t1850_colon_part_res_year2	1850	colon_part_res_year2	In which year was the last resection of colon parts?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1850_colon_part_res_year2	1850	colon_part_res_year2	In which year was the last resection of colon parts?	9999999	missing		continuous	QUPG	question form popgen
t1852_colectomy	1852	colectomy	Did you have a colectomy?	1	yes		discrete	QUPG	question form popgen
t1852_colectomy	1852	colectomy	Did you have a colectomy?	2	no		discrete	QUPG	question form popgen
t1852_colectomy	1852	colectomy	Did you have a colectomy?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1852_colectomy	1852	colectomy	Did you have a colectomy?	9999999	missing		discrete	QUPG	question form popgen
t1853_colectomy_year	1853	colectomy_year	In which year did you have a colectomy?	1900 - 2030			continuous	QUPG	question form popgen
t1853_colectomy_year	1853	colectomy_year	In which year did you have a colectomy?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1853_colectomy_year	1853	colectomy_year	In which year did you have a colectomy?	9999999	missing		continuous	QUPG	question form popgen
t1854_colectomy_age	1854	colectomy_age	How old were you when you had a colectomy?	0 - 120			continuous	QUPG	question form popgen
t1854_colectomy_age	1854	colectomy_age	How old were you when you had a colectomy?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1854_colectomy_age	1854	colectomy_age	How old were you when you had a colectomy?	9999999	missing		continuous	QUPG	question form popgen
t1855_abscess_incision	1855	abscess_incision	Did you have an abscess incision?	1	yes		discrete	QUPG	question form popgen
t1855_abscess_incision	1855	abscess_incision	Did you have an abscess incision?	2	no		discrete	QUPG	question form popgen
t1855_abscess_incision	1855	abscess_incision	Did you have an abscess incision?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1855_abscess_incision	1855	abscess_incision	Did you have an abscess incision?	9999999	missing		discrete	QUPG	question form popgen
t1856_abscess_incision_n	1856	abscess_incision_n	How many abscess incisions did you have?	1 - 40			continuous	QUPG	question form popgen
t1856_abscess_incision_n	1856	abscess_incision_n	How many abscess incisions did you have?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1856_abscess_incision_n	1856	abscess_incision_n	How many abscess incisions did you have?	9999999	missing		continuous	QUPG	question form popgen
t1857_abscess_incis_year1	1857	abscess_incis_year1	In which year did you have your firstabscess incision?	1900 - 2030			continuous	QUPG	question form popgen
t1857_abscess_incis_year1	1857	abscess_incis_year1	In which year did you have your firstabscess incision?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1857_abscess_incis_year1	1857	abscess_incis_year1	In which year did you have your firstabscess incision?	9999999	missing		continuous	QUPG	question form popgen
t1858_abscess_incis_age1	1858	abscess_incis_age1	How old were you when you had your first abscess incision?	0 - 120			continuous	QUPG	question form popgen
t1858_abscess_incis_age1	1858	abscess_incis_age1	How old were you when you had your first abscess incision?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1858_abscess_incis_age1	1858	abscess_incis_age1	How old were you when you had your first abscess incision?	9999999	missing		continuous	QUPG	question form popgen
t1861_fistula_surgery	1861	fistula_surgery	Did you undergo surgery due to fistulae?	1	yes		discrete	QUPG	question form popgen
t1861_fistula_surgery	1861	fistula_surgery	Did you undergo surgery due to fistulae?	2	no		discrete	QUPG	question form popgen
t1861_fistula_surgery	1861	fistula_surgery	Did you undergo surgery due to fistulae?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1861_fistula_surgery	1861	fistula_surgery	Did you undergo surgery due to fistulae?	9999999	missing		discrete	QUPG	question form popgen
t1862_fistula_surgery_n	1862	fistula_surgery_n	How many surgeries have been performed due to fistulae?	1 - 40			continuous	QUPG	question form popgen
t1862_fistula_surgery_n	1862	fistula_surgery_n	How many surgeries have been performed due to fistulae?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1862_fistula_surgery_n	1862	fistula_surgery_n	How many surgeries have been performed due to fistulae?	9999999	missing		continuous	QUPG	question form popgen
t1863_fistula_surgery_yr1	1863	fistula_surgery_yr1	In which year did you undergo the first surgery due to fistulae?	1900 - 2030			continuous	QUPG	question form popgen
t1863_fistula_surgery_yr1	1863	fistula_surgery_yr1	In which year did you undergo the first surgery due to fistulae?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1863_fistula_surgery_yr1	1863	fistula_surgery_yr1	In which year did you undergo the first surgery due to fistulae?	9999999	missing		continuous	QUPG	question form popgen
t1864_fistula_surgery_age1	1864	fistula_surgery_age1	How old were you when the first surgery due to fistulae was performed?	0 - 120			continuous	QUPG	question form popgen
t1864_fistula_surgery_age1	1864	fistula_surgery_age1	How old were you when the first surgery due to fistulae was performed?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1864_fistula_surgery_age1	1864	fistula_surgery_age1	How old were you when the first surgery due to fistulae was performed?	9999999	missing		continuous	QUPG	question form popgen
t1865_fistula_surgery_yr2	1865	fistula_surgery_yr2	In which year did you undergo the last surgery due to fistulae?	1900 - 2030			continuous	QUPG	question form popgen
t1865_fistula_surgery_yr2	1865	fistula_surgery_yr2	In which year did you undergo the last surgery due to fistulae?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1865_fistula_surgery_yr2	1865	fistula_surgery_yr2	In which year did you undergo the last surgery due to fistulae?	9999999	missing		continuous	QUPG	question form popgen
t1867_stenosis_surgery	1867	stenosis_surgery	Did you undergo surgery due to a stenosis or stricture?	1	yes		discrete	QUPG	question form popgen
t1867_stenosis_surgery	1867	stenosis_surgery	Did you undergo surgery due to a stenosis or stricture?	2	no		discrete	QUPG	question form popgen
t1867_stenosis_surgery	1867	stenosis_surgery	Did you undergo surgery due to a stenosis or stricture?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1867_stenosis_surgery	1867	stenosis_surgery	Did you undergo surgery due to a stenosis or stricture?	9999999	missing		discrete	QUPG	question form popgen
t1868_stenosis_surgery_n	1868	stenosis_surgery_n	How many times did you undergo surgery due to a stenosis or stricture?	1 - 20			continuous	QUPG	question form popgen
t1868_stenosis_surgery_n	1868	stenosis_surgery_n	How many times did you undergo surgery due to a stenosis or stricture?	1111	many		continuous	QUPG	question form popgen
t1868_stenosis_surgery_n	1868	stenosis_surgery_n	How many times did you undergo surgery due to a stenosis or stricture?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1868_stenosis_surgery_n	1868	stenosis_surgery_n	How many times did you undergo surgery due to a stenosis or stricture?	9999999	missing		continuous	QUPG	question form popgen
t1869_stenosis_surgery_yr1	1869	stenosis_surgery_yr1	In which year did you undergo the first surgery due to a stenosis or stricture?	1900 - 2030			continuous	QUPG	question form popgen
t1869_stenosis_surgery_yr1	1869	stenosis_surgery_yr1	In which year did you undergo the first surgery due to a stenosis or stricture?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1869_stenosis_surgery_yr1	1869	stenosis_surgery_yr1	In which year did you undergo the first surgery due to a stenosis or stricture?	9999999	missing		continuous	QUPG	question form popgen
t1871_stenosis_surgery_yr2	1871	stenosis_surgery_yr2	In which year did you undergo the last surgery due to a stenosis or stricture?	1900 - 2030			continuous	QUPG	question form popgen
t1871_stenosis_surgery_yr2	1871	stenosis_surgery_yr2	In which year did you undergo the last surgery due to a stenosis or stricture?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1871_stenosis_surgery_yr2	1871	stenosis_surgery_yr2	In which year did you undergo the last surgery due to a stenosis or stricture?	9999999	missing		continuous	QUPG	question form popgen
t1873_alternative_therapy	1873	alternative_therapy	Do you receive complementary or alternative medicine due to your inflammatory bowel disease or PSC in addition to conventional therapy (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1873_alternative_therapy	1873	alternative_therapy	Do you receive complementary or alternative medicine due to your inflammatory bowel disease or PSC in addition to conventional therapy (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1873_alternative_therapy	1873	alternative_therapy	Do you receive complementary or alternative medicine due to your inflammatory bowel disease or PSC in addition to conventional therapy (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1873_alternative_therapy	1873	alternative_therapy	Do you receive complementary or alternative medicine due to your inflammatory bowel disease or PSC in addition to conventional therapy (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	1	Indian plantago		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	2	yoga		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	3	acupuncture		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	4	helminthic therapy (TSO)		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	5	curcumin		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	6	phytotherapy		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	7	immunomodulation		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	8	probiotics		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	9	homeopathy		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	10	other		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1874_alt_therapy_which1	1874	alt_therapy_which1	Which complementary/ alternative medicine did/do you receive? (1)	9999999	missing		discrete	QUPG	question form popgen
t1875_alt_therapy_months1	1875	alt_therapy_months1	How many months did you receive the complementary/ alternative therapy? (1)	0 - 480			continuous	QUPG	question form popgen
t1875_alt_therapy_months1	1875	alt_therapy_months1	How many months did you receive the complementary/ alternative therapy? (1)	888	when needed		continuous	QUPG	question form popgen
t1875_alt_therapy_months1	1875	alt_therapy_months1	How many months did you receive the complementary/ alternative therapy? (1)	999	always		continuous	QUPG	question form popgen
t1875_alt_therapy_months1	1875	alt_therapy_months1	How many months did you receive the complementary/ alternative therapy? (1)	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1875_alt_therapy_months1	1875	alt_therapy_months1	How many months did you receive the complementary/ alternative therapy? (1)	9999999	missing		continuous	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	1	Indian plantago		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	2	yoga		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	3	acupuncture		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	4	helminthic therapy (TSO)		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	5	curcumin		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	6	phytotherapy		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	7	immunomodulation		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	8	probiotics		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	9	homeopathy		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	10	other		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1876_alt_therapy_which2	1876	alt_therapy_which2	Which complementary/ alternative medicine did/do you receive? (2)	9999999	missing		discrete	QUPG	question form popgen
t1877_alt_therapy_months2	1877	alt_therapy_months2	How many months did you receive the complementary/ alternative therapy? (2)	0 - 450			continuous	QUPG	question form popgen
t1877_alt_therapy_months2	1877	alt_therapy_months2	How many months did you receive the complementary/ alternative therapy? (2)	888	when needed		continuous	QUPG	question form popgen
t1877_alt_therapy_months2	1877	alt_therapy_months2	How many months did you receive the complementary/ alternative therapy? (2)	999	always		continuous	QUPG	question form popgen
t1877_alt_therapy_months2	1877	alt_therapy_months2	How many months did you receive the complementary/ alternative therapy? (2)	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1877_alt_therapy_months2	1877	alt_therapy_months2	How many months did you receive the complementary/ alternative therapy? (2)	9999999	missing		continuous	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	1	Indian plantago		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	2	yoga		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	3	acupuncture		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	4	helminthic therapy (TSO)		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	5	curcumin		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	6	phytotherapy		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	7	immunomodulation		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	8	probiotics		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	9	homeopathy		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	10	other		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1878_alt_therapy_which3	1878	alt_therapy_which3	Which complementary/ alternative medicine did/do you receive? (3)	9999999	missing		discrete	QUPG	question form popgen
t1879_alt_therapy_months3	1879	alt_therapy_months3	How many months did you receive the complementary/ alternative therapy? (3)	0 - 450			continuous	QUPG	question form popgen
t1879_alt_therapy_months3	1879	alt_therapy_months3	How many months did you receive the complementary/ alternative therapy? (3)	888	when needed		continuous	QUPG	question form popgen
t1879_alt_therapy_months3	1879	alt_therapy_months3	How many months did you receive the complementary/ alternative therapy? (3)	999	always		continuous	QUPG	question form popgen
t1879_alt_therapy_months3	1879	alt_therapy_months3	How many months did you receive the complementary/ alternative therapy? (3)	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1879_alt_therapy_months3	1879	alt_therapy_months3	How many months did you receive the complementary/ alternative therapy? (3)	9999999	missing		continuous	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	1	Indian plantago		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	2	yoga		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	3	acupuncture		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	4	helminthic therapy (TSO)		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	5	curcumin		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	6	phytotherapy		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	7	immunomodulation		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	8	probiotics		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	9	homeopathy		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	10	other		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1880_alt_therapy_which4	1880	alt_therapy_which4	Which complementary/ alternative medicine did/do you receive? (4)	9999999	missing		discrete	QUPG	question form popgen
t1881_alt_therapy_months4	1881	alt_therapy_months4	How many months did you receive the complementary/ alternative therapy? (4)	0 - 450			continuous	QUPG	question form popgen
t1881_alt_therapy_months4	1881	alt_therapy_months4	How many months did you receive the complementary/ alternative therapy? (4)	888	when needed		continuous	QUPG	question form popgen
t1881_alt_therapy_months4	1881	alt_therapy_months4	How many months did you receive the complementary/ alternative therapy? (4)	999	always		continuous	QUPG	question form popgen
t1881_alt_therapy_months4	1881	alt_therapy_months4	How many months did you receive the complementary/ alternative therapy? (4)	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1881_alt_therapy_months4	1881	alt_therapy_months4	How many months did you receive the complementary/ alternative therapy? (4)	9999999	missing		continuous	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	1	Indian plantago		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	2	yoga		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	3	acupuncture		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	4	helminthic therapy (TSO)		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	5	curcumin		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	6	phytotherapy		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	7	immunomodulation		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	8	probiotics		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	9	homeopathy		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	10	other		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1882_alt_therapy_which5	1882	alt_therapy_which5	Which complementary/ alternative medicine did/do you receive? (5)	9999999	missing		discrete	QUPG	question form popgen
t1883_alt_therapy_months5	1883	alt_therapy_months5	How many months did you receive the complementary/ alternative therapy? (5)	0 - 450			continuous	QUPG	question form popgen
t1883_alt_therapy_months5	1883	alt_therapy_months5	How many months did you receive the complementary/ alternative therapy? (5)	888	when needed		continuous	QUPG	question form popgen
t1883_alt_therapy_months5	1883	alt_therapy_months5	How many months did you receive the complementary/ alternative therapy? (5)	999	always		continuous	QUPG	question form popgen
t1883_alt_therapy_months5	1883	alt_therapy_months5	How many months did you receive the complementary/ alternative therapy? (5)	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1883_alt_therapy_months5	1883	alt_therapy_months5	How many months did you receive the complementary/ alternative therapy? (5)	9999999	missing		continuous	QUPG	question form popgen
t1885_4_defecat_3_months	1885	4_defecat_3_months	Do you or did you have more than 4 defecations per day over a period of more than 3 months (follow-up of studies before 05/2016: after the previous date of sampling)?	1	yes		discrete	QUPG	question form popgen
t1885_4_defecat_3_months	1885	4_defecat_3_months	Do you or did you have more than 4 defecations per day over a period of more than 3 months (follow-up of studies before 05/2016: after the previous date of sampling)?	2	no		discrete	QUPG	question form popgen
t1885_4_defecat_3_months	1885	4_defecat_3_months	Do you or did you have more than 4 defecations per day over a period of more than 3 months (follow-up of studies before 05/2016: after the previous date of sampling)?	3	do not know		discrete	QUPG	question form popgen
t1885_4_defecat_3_months	1885	4_defecat_3_months	Do you or did you have more than 4 defecations per day over a period of more than 3 months (follow-up of studies before 05/2016: after the previous date of sampling)?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1885_4_defecat_3_months	1885	4_defecat_3_months	Do you or did you have more than 4 defecations per day over a period of more than 3 months (follow-up of studies before 05/2016: after the previous date of sampling)?	9999999	missing		discrete	QUPG	question form popgen
t1886_defecat_yesterday_n	1886	defecat_yesterday_n	How many defecations did you have yesterday ?	0 - 30			continuous	QUPG	question form popgen
t1886_defecat_yesterday_n	1886	defecat_yesterday_n	How many defecations did you have yesterday ?	111	Stoma		continuous	QUPG	question form popgen
t1886_defecat_yesterday_n	1886	defecat_yesterday_n	How many defecations did you have yesterday ?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1886_defecat_yesterday_n	1886	defecat_yesterday_n	How many defecations did you have yesterday ?	9999999	missing		continuous	QUPG	question form popgen
t1887_stool_consist_day	1887	stool_consist_day	How many of the defecations during the last day were fluid to mushy ?	0 - 30			continuous	QUPG	question form popgen
t1887_stool_consist_day	1887	stool_consist_day	How many of the defecations during the last day were fluid to mushy ?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1887_stool_consist_day	1887	stool_consist_day	How many of the defecations during the last day were fluid to mushy ?	9999999	missing		continuous	QUPG	question form popgen
t1888_defecat_night_n	1888	defecat_night_n	How many defecations did you have last night ?	0 - 20			continuous	QUPG	question form popgen
t1888_defecat_night_n	1888	defecat_night_n	How many defecations did you have last night ?	111	Stoma		continuous	QUPG	question form popgen
t1888_defecat_night_n	1888	defecat_night_n	How many defecations did you have last night ?	222	Pouch		continuous	QUPG	question form popgen
t1888_defecat_night_n	1888	defecat_night_n	How many defecations did you have last night ?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t1888_defecat_night_n	1888	defecat_night_n	How many defecations did you have last night ?	9999999	missing		continuous	QUPG	question form popgen
t1890_blood_in_stool_24h	1890	blood_in_stool_24h	Did you detect blood in your stool during the last 24 hours?	0	unknown		discrete	QUPG	question form popgen
t1890_blood_in_stool_24h	1890	blood_in_stool_24h	Did you detect blood in your stool during the last 24 hours?	1	yes, a little		discrete	QUPG	question form popgen
t1890_blood_in_stool_24h	1890	blood_in_stool_24h	Did you detect blood in your stool during the last 24 hours?	2	yes, a lot		discrete	QUPG	question form popgen
t1890_blood_in_stool_24h	1890	blood_in_stool_24h	Did you detect blood in your stool during the last 24 hours?	3	no		discrete	QUPG	question form popgen
t1890_blood_in_stool_24h	1890	blood_in_stool_24h	Did you detect blood in your stool during the last 24 hours?	4	do not know		discrete	QUPG	question form popgen
t1890_blood_in_stool_24h	1890	blood_in_stool_24h	Did you detect blood in your stool during the last 24 hours?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t1890_blood_in_stool_24h	1890	blood_in_stool_24h	Did you detect blood in your stool during the last 24 hours?	9999999	missing		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	0	unknown		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	1	normal		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	2	hasty rectal tenesmus		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	3	continuous, but controllable		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	4	anal incontinence		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	12	normal + hasty rectal tenesmus		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	13	normal + continuous, but contr		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	14	normal + anal incontinence		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	23	hasty + continuous		discrete	QUPG	question form popgen
t1891_rectal_tenesmus	1891	rectal_tenesmus	How was your rectal tenesmus during the last 24 hours?	24	hasty + anal incontinence		discrete	QUPG	question form popgen
