trait	trait_id	trait_name	description	value	value_description	alternative_value	type	source_token	source_name
t14503_passive_smoke_months	14503	passive_smoke_months	How many months have you been exposed to passive smoking throughout your life?	7777777	unreadable/inconsistent		continuous	QUPG	question form popgen
t14503_passive_smoke_months	14503	passive_smoke_months	How many months have you been exposed to passive smoking throughout your life?	9999999	missing		continuous	QUPG	question form popgen
t14505_liver_disease1_F	14505	liver_disease1_F	Which liver disease has been diagnosed? (1)	1	infectious hepatitis A,B,C,D		discrete	QUPG	question form popgen
t14505_liver_disease1_F	14505	liver_disease1_F	Which liver disease has been diagnosed? (1)	2	cirrhosis		discrete	QUPG	question form popgen
t14505_liver_disease1_F	14505	liver_disease1_F	Which liver disease has been diagnosed? (1)	3	hemochromatosis		discrete	QUPG	question form popgen
t14505_liver_disease1_F	14505	liver_disease1_F	Which liver disease has been diagnosed? (1)	4	autoimmune hepatopathy		discrete	QUPG	question form popgen
t14505_liver_disease1_F	14505	liver_disease1_F	Which liver disease has been diagnosed? (1)	5	other, see Excel		discrete	QUPG	question form popgen
t14505_liver_disease1_F	14505	liver_disease1_F	Which liver disease has been diagnosed? (1)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14505_liver_disease1_F	14505	liver_disease1_F	Which liver disease has been diagnosed? (1)	9999999	missing		discrete	QUPG	question form popgen
t14506_liver_disease2_F	14506	liver_disease2_F	Which liver disease has been diagnosed? (2)	1	infectious hepatitis A,B,C,D		discrete	QUPG	question form popgen
t14506_liver_disease2_F	14506	liver_disease2_F	Which liver disease has been diagnosed? (2)	2	cirrhosis		discrete	QUPG	question form popgen
t14506_liver_disease2_F	14506	liver_disease2_F	Which liver disease has been diagnosed? (2)	3	hemochromatosis		discrete	QUPG	question form popgen
t14506_liver_disease2_F	14506	liver_disease2_F	Which liver disease has been diagnosed? (2)	4	autoimmune hepatopathy		discrete	QUPG	question form popgen
t14506_liver_disease2_F	14506	liver_disease2_F	Which liver disease has been diagnosed? (2)	5	other, see Excel		discrete	QUPG	question form popgen
t14506_liver_disease2_F	14506	liver_disease2_F	Which liver disease has been diagnosed? (2)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14506_liver_disease2_F	14506	liver_disease2_F	Which liver disease has been diagnosed? (2)	9999999	missing		discrete	QUPG	question form popgen
t14510_IBD_family	14510	IBD_family	Are there blood relatives (parents, siblings, your own children) that have been diagnosed with inflammatory bowel disease?	1	yes		discrete	QUPG	question form popgen
t14510_IBD_family	14510	IBD_family	Are there blood relatives (parents, siblings, your own children) that have been diagnosed with inflammatory bowel disease?	2	no		discrete	QUPG	question form popgen
t14510_IBD_family	14510	IBD_family	Are there blood relatives (parents, siblings, your own children) that have been diagnosed with inflammatory bowel disease?	3	do not know		discrete	QUPG	question form popgen
t14510_IBD_family	14510	IBD_family	Are there blood relatives (parents, siblings, your own children) that have been diagnosed with inflammatory bowel disease?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14510_IBD_family	14510	IBD_family	Are there blood relatives (parents, siblings, your own children) that have been diagnosed with inflammatory bowel disease?	9999999	missing		discrete	QUPG	question form popgen
t14511_IBD_family_info	14511	IBD_family_info	Has additional information concerning IBD in family been stated?	1	exists (see Excel)		discrete	QUPG	question form popgen
t14511_IBD_family_info	14511	IBD_family_info	Has additional information concerning IBD in family been stated?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t14511_IBD_family_info	14511	IBD_family_info	Has additional information concerning IBD in family been stated?	9999999	missing		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	1	at work		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	2	at home		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	3	in bars, cafes, discos		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	4	in restaurants		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	5	with friends and acquaintances		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	6	other places, which (Excel)		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	7	other, not stated		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t16032_passive_smoke_where3	16032	passive_smoke_where3	At which places were/are you exposed to passive smoking? (3)	9999999	missing		discrete	QUPG	question form popgen
t19960_defecat_n_change_3m	19960	defecat_n_change_3m	Is there a change in the frequency of defecation when abdominal pain/discomfort is present?	1	less stools		discrete	QUPG	question form popgen
t19960_defecat_n_change_3m	19960	defecat_n_change_3m	Is there a change in the frequency of defecation when abdominal pain/discomfort is present?	2	no change		discrete	QUPG	question form popgen
t19960_defecat_n_change_3m	19960	defecat_n_change_3m	Is there a change in the frequency of defecation when abdominal pain/discomfort is present?	3	more stools		discrete	QUPG	question form popgen
t19960_defecat_n_change_3m	19960	defecat_n_change_3m	Is there a change in the frequency of defecation when abdominal pain/discomfort is present?	12	less stool + no change		discrete	QUPG	question form popgen
t19960_defecat_n_change_3m	19960	defecat_n_change_3m	Is there a change in the frequency of defecation when abdominal pain/discomfort is present?	13	less and more stools		discrete	QUPG	question form popgen
t19960_defecat_n_change_3m	19960	defecat_n_change_3m	Is there a change in the frequency of defecation when abdominal pain/discomfort is present?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t19960_defecat_n_change_3m	19960	defecat_n_change_3m	Is there a change in the frequency of defecation when abdominal pain/discomfort is present?	9999999	missing		discrete	QUPG	question form popgen
t19961_stool_cons_change_3m	19961	stool_cons_change_3m	Is there a change in the stool consistency when abdominal pain/discomfort is present?	1	looser stool		discrete	QUPG	question form popgen
t19961_stool_cons_change_3m	19961	stool_cons_change_3m	Is there a change in the stool consistency when abdominal pain/discomfort is present?	2	no change		discrete	QUPG	question form popgen
t19961_stool_cons_change_3m	19961	stool_cons_change_3m	Is there a change in the stool consistency when abdominal pain/discomfort is present?	3	harder stool		discrete	QUPG	question form popgen
t19961_stool_cons_change_3m	19961	stool_cons_change_3m	Is there a change in the stool consistency when abdominal pain/discomfort is present?	12	looser stool & no change		discrete	QUPG	question form popgen
t19961_stool_cons_change_3m	19961	stool_cons_change_3m	Is there a change in the stool consistency when abdominal pain/discomfort is present?	13	looser + harder stool		discrete	QUPG	question form popgen
t19961_stool_cons_change_3m	19961	stool_cons_change_3m	Is there a change in the stool consistency when abdominal pain/discomfort is present?	123	all, varying		discrete	QUPG	question form popgen
t19961_stool_cons_change_3m	19961	stool_cons_change_3m	Is there a change in the stool consistency when abdominal pain/discomfort is present?	7777777	unreadable/inconsistent		discrete	QUPG	question form popgen
t19961_stool_cons_change_3m	19961	stool_cons_change_3m	Is there a change in the stool consistency when abdominal pain/discomfort is present?	9999999	missing		discrete	QUPG	question form popgen
